Username,Username_Rating,Username_Review,Username_Verified,Username_Usefulness,Username_Date
Awal Yusuf,5.0 out of 5 stars,"I love this headphones. The noice cancellation and ambient sounds are top notch. The feel of the leather is very textured. The placement on your ears are like gloves. The bass is amazing. The sound is the best part. I suggest using Mogami headphones cable to the get the overall best quality sound. UNFORTUNATELY, I returned it. It is not enjoyable enough for its price point, primarily if you got it for gaming. Better off getting a sound bar or AV receiver for the same price. Love you Amazon.",Verified Purchase,,"Reviewed in the United States on July 27, 2022"
George E Mitchell,5.0 out of 5 stars,I really like these headphones! The issue is they were put together wrong: the left and right ear pieces are switched. Sad…,Verified Purchase,,"Reviewed in the United States on October 30, 2022"
Kaiser,5.0 out of 5 stars,Waited a couple months to review this beast to see if I liked them. Safe to say these are the best headphones when it comes to noise canceling. The app is intuitive and easily accessible. Music sounds really good especially if you mess with the EQ. 100% would recommend!,Verified Purchase,,"Reviewed in the United States on September 20, 2022"
Frank G.,3.0 out of 5 stars,"Adaptive noise cancellation kills ANC capabilities. You now have no control over when ANC kicks in and the ""automatic"" feature is seriously lacking. Not sure why other reviewers aren't noticing this, unless my pair is defective.
Second issue is headphones are a lot less comfortable, tighter on head, more ""clampy"" on my skull. This is not subtle.
Third downside is they are noticeable hotter on my ears sitting outside in 70 degree weather made my ears a lot hotter in an A/B comparison with the xm-4's.
All that being said, if Sony addressed the ANC issue and these were operating at their full potential 100% of the time I'd be willing to overlook everything else but the difference in ANC performance is HUGE between the 4's and the 5's and I mean to say that the 4's are far better... Don't believe the hype, test for yourself if you must.",Verified Purchase,13 people found this helpful,"Reviewed in the United States on May 26, 2022"
David M.,3.0 out of 5 stars,These sound ok. Personally like the sound from older Bose 700 model. But always disconnecting and not working with Teams. Frustrated that they are not able to handle it. Yes I have tried everything on Windows 10 to get them to work. They will literally work watching a YouTube video and as soon as I go to Teams they stop working.,Verified Purchase,One person found this helpful,"Reviewed in the United States on October 20, 2022"
Daniel,5.0 out of 5 stars,"Noise cancelling is awesome. Sound and build quality is stellar. Nothing creaks and they're light weight. Can wear them all day. Only draw back is the price. But they're better than the x4s and cheaper than the air max which only beat these by a small margin when it comes to transparency mode, but let's be real no one buys headphones for having conversations while using them.",Verified Purchase,2 people found this helpful,"Reviewed in the United States on August 18, 2022"
Amazon Customer,2.0 out of 5 stars,"Cumbersome when compared to other noise cancelling headphones as well as HUGE case. The WH-1000XM4 case is very slim, sleek, and compact - something easily carried on a plane where one would expect to use it most. The WH-1000XM5 case is BULKY, oddly shaped, and definitely not something that can be easily carried on a plane and utilized. The main reason for this is that the headphones don't fold like the XM4's do which is a HUGE disadvantage in my opinion. I personally don't care for the on/off button either. Many other higher-end noise cancelling headphones utilize the tilting headphone as the on/off activation which is easy, efficient, and preserves the battery. And an app ... why on earth does one need an APP in order to use the headphones. The only thing these headphones really have going for them is their noise cancelling ability and battery life are good. The negatives far outweigh the positives for the XM5's. Save your money and buy the XM4's or even another brand if truly looking for an exceptional set of headphones as these definitely are not in my humble opinion.",Verified Purchase,,"Reviewed in the United States on November 3, 2022"
S. Markman,5.0 out of 5 stars,My Sony xm5 is connected to both my Samsung S21+ and to my laptop and desktop. It can connect to two of these simultaneously. Works perfectly. I've used them on 2 6-hour cross country flights now. Highly recommend.,Verified Purchase,One person found this helpful,"Reviewed in the United States on October 5, 2022"
buyer85,3.0 out of 5 stars,"Like the features, very good sound quality. I was hope for better seal and anc. I have a mx2 does it better y think . Very fingerprint and oil magnet have to wipe every time.",Verified Purchase,,"Reviewed in the United States on November 2, 2022"
Emma Kiel,5.0 out of 5 stars,"I love these headphones so much. I wanted a pair of headphones for my game room but couldn’t find anything pink, noise cancelling and high quality worth the price. I found these and am very pleasantly surprised by them. They are so lightweight and have a great amount of noise cancelling. Love them!",Verified Purchase,,"Reviewed in the United States on September 3, 2022"
Ryan Bacon,3.0 out of 5 stars,Been really enjoying the headphones: the bluetooth multipoint support is really nice and the build and sound quality is decent. Unfortunately I got these headphones for active noise cancellation and for inexplicable reasons sony has decided that they are smarter than the consumer and took away the ability to set the anc strength that the xm4s had. This should be an option and until it affects headphone sales sony has in incentive to reverse this decision.,Verified Purchase,,"Reviewed in the United States on October 3, 2022"
Grub,2.0 out of 5 stars,"I liked them alot, I got them for my mom but they are too flismy. We were afraid to break them easily. they feel like tv remove plastic, very light and cheap. The sound is good but if the cups were made out of something denser it would noise cancel 10x better. they also noise leak a lot compared to other ANC headphones. I think it's once again because of the material. If you like light headphones, go for it but I don't recommend them for people who are ""rough"" with headphones.",Verified Purchase,,"Reviewed in the United States on January 28, 2023"
uekral,5.0 out of 5 stars,I use this at the gym. It gets rid of almost all the background noise including the awful piped-in sound. Today's workout music was a piano quartet by Gabriel Fauré. The sound quality was SUPERB.,Verified Purchase,,"Reviewed in the United States on September 23, 2022"
Alex,5.0 out of 5 stars,Just best.,Verified Purchase,,"Reviewed in the United States on November 21, 2022"
Giselle,5.0 out of 5 stars,"I love the sound quality, it's really easy to set them up and the Sony Headphones app offers great audio customization. I got them today so I might update the review if anything changes over the time.",Verified Purchase,,"Reviewed in the United States on September 28, 2022"
MJ,5.0 out of 5 stars,"I bought these headphones for use at work and they are amazing. The ANC is something that I did not realize I needed until using these. They are perfect for keeping noise out when on important phone calls and you are in a noisy environment.
For music, these are amazing.
I would recommend.",Verified Purchase,2 people found this helpful,"Reviewed in the United States on August 29, 2022"
J. Jones,3.0 out of 5 stars,"Three days later, can't get sound out of the left ear. I tried to find support online and it didn't look like a common problem. I also tried to do a factory reset and that didn't help. I barely wore them in the house. That's not a quality product for this price.",Verified Purchase,One person found this helpful,"Reviewed in the United States on October 10, 2022"
Alexander Nadtochiy,4.0 out of 5 stars,"Technically these headphones are awesome, but I cannot understand how all these YouTubers missed such a significant cosmetic flaw. I’ve XM1 and XM3 before and they are nowhere near as prone to fingerprints as these. Frankly it’s ruining the experience for me.",Verified Purchase,,"Reviewed in the United States on May 21, 2022"
amazonian,5.0 out of 5 stars,"The real-world test confirmed for what has been promised by Sony. I had 15hr+ flight with this and I had noise canceling enabled the entire time. I removed it occasionally but had to put it back on because the noise was almost deafening onboard. My screenshot shows battery life near the end which confirms the 30hr claim and from my experience, the comfort, noise canceling features, and sound all lived up to Sony's claims.
Easy buy decision.",Verified Purchase,2 people found this helpful,"Reviewed in the United States on July 20, 2022"
SofiaRainger,5.0 out of 5 stars,"very comfortable, great noise cancellation.",Verified Purchase,,"Reviewed in the United States on November 11, 2022"
Dennis,5.0 out of 5 stars,"I was a little reluctant to buy these for the price, but they are totally worth it. Just flew 8 hours and it was as quiet as of I had put foams in my ears, had music on at a low volume for background and fell sleep.",Verified Purchase,One person found this helpful,"Reviewed in the United States on August 29, 2022"
David M,4.0 out of 5 stars,I really liked everything about these but the noise cancelling doesn’t even compare to the Bose models,Verified Purchase,One person found this helpful,"Reviewed in the United States on July 2, 2022"
Alexander Benfer,5.0 out of 5 stars,"Just got these to upgrade from my wh-1000xm2's that I've had since August 2017 and I am not disappointed at all. Much lighter, better sound quality, all while keeping to a similar control scheme and feel. Defined not getting rid of the old xm-2's they still hold up as a fantastic pair of headphones to this day. From the build quality to the sound these are the best brand that I have ever owned or used.",Verified Purchase,,"Reviewed in the United States on July 18, 2022"
Asad Mushtaq,5.0 out of 5 stars,"Awesome noise cancellation, great sound much better than my Bose Quite Comfort",Verified Purchase,One person found this helpful,"Reviewed in the United States on October 28, 2022"
Kevin Ho,5.0 out of 5 stars,"damn these are fire, got them during the prime member day on the 11-12th for about $50 cheaper definitely worth every penny.",Verified Purchase,,"Reviewed in the United States on October 17, 2022"
DoubleTrouble,2.0 out of 5 stars,"Imo a waste of 400 bucks. Have used these for almost a month and am planning on returning them. Got them for long subway rides and they are insufferable. I would say for the most part the headphones themselves aren’t bad. Good sound quality (is meant for other music streaming apps more than Apple Music which I use) and noise cancellation when it works is nice. But a lot of the features don’t work for me. The headphones automatically pause your music when you talk. And that includes singing. Don’t really get the point if this when you can just press a button and either pause the music or switch to ambient sound. Also the headphones seem to switch between ambient and noise canceling (and different types of noise canceling) at will, depending on what it thinks you are doing. My first subway ride was an absolute nightmare because it would keep switching on me between quiet listening and then being bombarded with loud wind and train noises. And I do not know how to change that part. It will choose its settings over what you want. It feels like the headphones are in control of me rather than the other way around. Sucks because these features seem cool on paper but seem to fail in practice and they ruin otherwise nice headphones. Would go for other headphones that are way cheaper and easier to use.",Verified Purchase,4 people found this helpful,"Reviewed in the United States on June 30, 2022"
Greg in Jax FL,5.0 out of 5 stars,"30 hours of battery, light when compared to their competition and the cleanest bass and treble even at the highest volume. They are not cheap but if you got the money, do not waste it on any other headset!
Lots of extra features make it the winner, hand down!",Verified Purchase,,"Reviewed in the United States on August 22, 2022"
MisterBao,5.0 out of 5 stars,"I've had the XM2 and XM3, skipped the XM4 and now got the XM5. Best pair of ANC headphones I've ever used overall in terms of sound quality, materials used, weight on head and styling. I was cross shopping this with the Apple airpod max and decided to go with the XM5's due to price and quality.",Verified Purchase,One person found this helpful,"Reviewed in the United States on August 15, 2022"
Jeff G,2.0 out of 5 stars,"Sony apparently doesn't understand the benefit of being able to mute the microphone from the headphones directly. If I'm across the room from my phone or computer, I want to be able to mute my microphone without having to walk across the room and search for the mute button on the program that I'm using.
This is apparently a long running issue with Sony devices like this.
These headphones are not good for use on phone calls, Zoom or WebEx meetings, or Slack Huddles because of the lack of a mic mute feature.
The included microphones are mostly for accommodating the noise cancellation rather than for spoken conversation.
Check out headsets from Poly/Plantronics for use with voice communication.
I will likely return these headphones.",Verified Purchase,,"Reviewed in the United States on December 18, 2022"
#gregadd,5.0 out of 5 stars,I liked everything. Great for the mobile user.,Verified Purchase,,"Reviewed in the United States on October 31, 2022"
Weather Boy,3.0 out of 5 stars,"I love the gesture driven controls and the speak to talk features on these headphones. I also like the tap to Spotify feature. And it's about damn time that the headphones in this series support multipoint connection. But, like earlier editions in the series, the bass is simply intolerable. That is, the bass is so boomy and undefined that it's like having someone blow small puffs of air into your ear. The only solution is to drastically dial back the bass using the equalizer... but then you have treble-heavy audio. Even old versions of the comparable Bose headphones (QC 35, Series II) offer much more satisfying bass. So these Sony headphones are going back. I hope that Sony can fix this long-standing problem so that it's not a choice between features and listening experience.",Verified Purchase,3 people found this helpful,"Reviewed in the United States on June 1, 2022"
Uilleam,3.0 out of 5 stars,"I expected these to be premium headphones, but their reliability is haphazard. I have a pair of $40 Bluetooth headsets, not noise-cancelling, that NEVER lose connection with my devices; but these Sony Headphones lose connection all the time. There is nothing in my apartment that should affect the connection, which wouldn't also affect the cheaper headphones, but the Sony headphones always drop the connection. When it is connected, they work well, and the noise-cancelling is great, but the frequent drops make this purchase a bust.",Verified Purchase,One person found this helpful,"Reviewed in the United States on September 8, 2022"
Drew,3.0 out of 5 stars,The software is very buggy. Speak to Chat randomly turns on when I constantly keep turning it off in the menu. Sound quality is good but I feel my old Bose QC35’s were just as good and had similar if not better NC. All in all good headphones but for the hype and price a bit disappointed.,Verified Purchase,One person found this helpful,"Reviewed in the United States on October 2, 2022"
Hugo Gamez,5.0 out of 5 stars,"it isn't perfeccct like magic, but its pretty damn close and I can use this in the subway and cant ehar anyone. Good for study sessions aswell.",Verified Purchase,,"Reviewed in the United States on October 4, 2022"
McDouphas,4.0 out of 5 stars,"Great noise canceling and sound, but I would not wear them for a long time because the earcups feel too hot. I like the feel of fabric esrcups better",Verified Purchase,,"Reviewed in the United States on May 29, 2022"
Weight loss guru,3.0 out of 5 stars,I like the compatibility of apple products but wanted great noise cancellation so I chose these. It didn’t seem to be that great to me and I lost my compatibility so I returned it,Verified Purchase,,"Reviewed in the United States on October 18, 2022"
Log1,5.0 out of 5 stars,"Easily the best headphones I have ever owned.
Pros:
Best sound for the price
Nice EQ settings (could be more advanced though)
Clean & Modern Design
Top tier ANC (Noice Cancellation) (better than Airpod Max)
Cons:
Not as portable as XM4's
Not quite as padded as XM4, but still very comfortable to me (this is subjective)
Pass through is not quite as good as Airpod Max (but remember ANC is better on XM5s)",Verified Purchase,,"Reviewed in the United States on July 11, 2022"
Bigball17,2.0 out of 5 stars,"I had the Bose qc 35 and was happy but wanted to get the new Sony xm5 because of the better nois cancellation.
1. Noise cancellation of the xm5 is actually outstanding good!
BUT
2. I experience maaaany times problems at the connection with different devices! I wasn't used to this at all!
3. Very often I got the feedback that the person who is having a call with me is hearing an echo. So it is necessary to turn down the volume very much to have a good call quality! I wasn't used to this at all!
3. When Inwas sitting in a hotel room I suddenly got a weird sound on the right part of my xm5. It turned out that I received a very quiet radio signal. I received it just at my desk and nowhere else but it wasn't possible to work with the xm5 anymore.
4. When I turn my head or when I'm chewing a gum while listening to music the sealings lose the connection to the head and I hear the surrounding noise. Very uncomfortable!
I'm definitely not happy with the xm5 and will try to send them back! Even if the noise cacellation is really very good!",Verified Purchase,One person found this helpful,"Reviewed in the United States on July 28, 2022"
FANNY HAUSMANN,5.0 out of 5 stars,I compared these to the AirPods Max and I prefer these a lot more. These actually last 30 hours. I like how light these headphones are and how it’s comfortable even using them with glasses. I have had many problems with other headphones because they weren’t comfortable with glasses on but these are so comfortable with glasses,Verified Purchase,One person found this helpful,"Reviewed in the United States on August 13, 2022"
William,1.0 out of 5 stars,"Overall regret this purchase relative to bose.
Pros:
- Look good
- Sound quality is OK
Cons:
- Active Noise Cancelling is an absolute joke on these. My cheap Anker earbuds from 3 years ago are more effective at blocking everything from traffic noise to airplane noise. I did configure the app, and turned off the adaptive sound control so I ould keep Noise Cancelling always on. When I say it's bad, I mean I can still hear my air filter's low hum through them. When I wore them in the office, I could still hear almost everything (chatter, vacuums, AC, etc). Yes it was reduced in volume, but not even close to what you expect from such an expensive pair of headphones. Totally unacceptable.
- Bluetooth drops frequently
- Headphones don't auto-reconnect when you put them on. So they turn off and pause your videos when you take them off, but when you put them on, you have to play the ""power on, wait 30 seconds for it to connect, make sure it's working"" game. My $30 Anker headphones have this feature, so I expect my $400 Sony's to have it to!
- Headband is too tight. It irritates my jaw after a long time and despite watching youtube videos on adjusting them, I just find I can't get a comfortable setup with them. They feel very tight like they're pressing in on the sides of my head. Also, despite being light, the headband is very stiff, so you feel them on your head much more than heavier headphones like BeyerDynamics.
Overall, I would strongly recommend not buying these. Ignore the hype. When you're planning to spend this kind of cash, it's really worth it to just go to a store and try out a few sets of headphones to see for yourself before buying anything.
Update:
The microphone has started to randomly cut out in the middle of meetings and phone calls. I have to turn the headset off and on again to get the microphone to work and it takes a solid 2-3 minutes. It's SO irritating and completely unacceptable for such expensive headphones. Again DON'T BUY THESE! It's problem after problem!",Verified Purchase,17 people found this helpful,"Reviewed in the United States on July 22, 2022"
Johnny35,5.0 out of 5 stars,Amazing!!,Verified Purchase,,"Reviewed in the United States on November 14, 2022"
SecretsDontExist,5.0 out of 5 stars,They finally fixed the Bluetooth multi device pairing and power on behavior! Everything is better. Cups are a bit small for my ears though.,Verified Purchase,,"Reviewed in the United States on October 5, 2022"
Z. Levin,2.0 out of 5 stars,"On Sept. 16 I wrote a review about a glitch with my M5's. Unprompted, they would shut off and on. While this issue is obviously unacceptable for $400 headphones, it is particularly problematic when on a call; the person you're speaking to suddenly can't hear you and you can't hear them. Also unprompted, the noise cancellation would shut off and on. Thinking it might just be a glitch unique to the pair I bought, and not seeing any critical reviews referencing this problem, I returned this pair and ordered new ones, which I received today. SAME EXACT ISSUE! Come on, people. Speak up. This has to be a pervasive issue with this iteration of M5's. (It is not a Bluetooth issue, as I am not losing my connection or pairing. If there is something I'm not thinking of, please advise.)
Has anyone else experienced this issue? I'd appreciate hearing from you. My sense is SONY won't acknowledge the problem until or unless a certain number of users voice the problem. And again, I find it hard to believe lightning only struck this customer twice.",Verified Purchase,One person found this helpful,"Reviewed in the United States on September 16, 2022"
Charles,5.0 out of 5 stars,Sony has done it again! The noise canceling is the state of the art! I’m so impressed every time I use them and I use them daily!,Verified Purchase,,"Reviewed in the United States on September 23, 2022"
Sandpig,5.0 out of 5 stars,This is so cool. Better than the old Bose one I had. YOU WILL BE HAPPY with this! A÷,Verified Purchase,,"Reviewed in the United States on October 9, 2022"
T. Nixon,5.0 out of 5 stars,"There is no comparison to these headphones. The quality of sound, noise cancelling and Alexa features out performs the rest. Completely satisfied with this purchase.",Verified Purchase,,"Reviewed in the United States on September 29, 2022"
J_knee,5.0 out of 5 stars,These are amazing! Comfortable and easy to use.,Verified Purchase,,"Reviewed in the United States on October 25, 2022"
James Chiang,2.0 out of 5 stars,"If you have the XM3/4 it's not worth the upgrade and here's why:
The biggest killer for me is it's pauses audio when I'm talking, this is extremely annoying. There is nothing I found in their Android app to fix this problem.
The headband in narrower than the XM3/4 and therefore more uncomfortable.
For the price, seriously Sony, you couldn't add a bigger battery and/or wireless charging?
The XM5 anc (noise cancelling) wasn't that much better and it was actually a little worse than the XM3/4 when it came to the dreaded landscaper's two-stroke buzz buzz test....
Definitely not worth $400, and not even $350 if you already have an XM4.",Verified Purchase,2 people found this helpful,"Reviewed in the United States on December 13, 2022"
Jonathan Rojas,5.0 out of 5 stars,I work in a plant with very loud machines and have to wear protective hearing. These headphones are perfect for that type of environment.,Verified Purchase,,"Reviewed in the United States on September 28, 2022"
Tracy,5.0 out of 5 stars,Exceptional headphones after owning various Bose models I have to say that this is the set for me!,Verified Purchase,,"Reviewed in the United States on October 7, 2022"
Nick,5.0 out of 5 stars,"I needed headphones with the following features:
- Noise cancelling: extraordinary on these headphones
- Mic that is usable for Zoom/phone calls: the mics on these headphones are perfect, at last, and I've tried out every other set for sale including the Sony predecessors, whose mics were horrifying
- 3.5mm jack: essential for work which requires there to be no audio latency. 2.5mm jacks (Bose, etc) are useless.
- Able to be used when battery dead: these headphones can do that!
Finally, the perfect noise cancelling over ear headphones! I'm delighted.",Verified Purchase,7 people found this helpful,"Reviewed in the United States on May 22, 2022"
Kindle Customer,3.0 out of 5 stars,"Speak to chat is the most annoying feature, that you cannot turn off permanently. Need a software update to fix this.",Verified Purchase,,"Reviewed in the United States on October 26, 2022"
Amazon Customer,2.0 out of 5 stars,"These headphones aren't necessarily better than the previous model (1000XM4). In fact, they are buggier. It will randomly disconnect once every few days, and sometimes disconnect and keep the current tone running like a siren which can be a bit jarring when the volume is up high.
Not bad overall, but more expensive and more buggy than the previous model. Anyone thinking of buying this should save ~50 bucks and buy the 1000XM4.
EDIT: The disconnect thing is happening a LOT. It happened 4 times just today. This is tremendously annoying, and this is not what I paid 400 dollars for. The previous model never did this. On top of that, the companion app on my phone is also a tremendous source of irritation, the settings reset themselves constantly. I have to repeatedly turn off the 'Speak to activate' feature because otherwise when I say ANYTHING, the music pauses and Siri/Google/Whatever is trying to listen. I shouldn't have to repeatedly turn this off.
Downgrading to two stars. Nothing this expensive should be this irritating. I will just get the old model again, and hope I can get a refund for this one. What a joke.",Verified Purchase,3 people found this helpful,"Reviewed in the United States on August 17, 2022"
tumaini,5.0 out of 5 stars,I upgraded from the Sony WH-1000XM4. I still love these but the change in design was quite drastic and Im still getting used to it. They seem a tad lighter. The sound is really good especially. The noise cancellation is exceptional.,Verified Purchase,One person found this helpful,"Reviewed in the United States on August 25, 2022"
R. Ezinga,5.0 out of 5 stars,"These are the best headphones I have ever used. The sound quality is good. Fit and feel is good.
Regarding the noise cancellation, I actually started taking these outside to mow the lawn. It drastically reduces the noise of the mower and I just raise the music volume a bit more than normal.",Verified Purchase,,"Reviewed in the United States on August 1, 2022"
SlayersTheName,5.0 out of 5 stars,"These are by far my favorite over the ear headset. They are great at canceling background noise, and sound really good. A bit pricey, but you get what you pay for.",Verified Purchase,One person found this helpful,"Reviewed in the United States on September 9, 2022"
DR,2.0 out of 5 stars,"I really wanted to like this product especially because it’s so cute. I have been on a hunt, trying a ton of new headphones like these. However, it slips a lot if you wear it for more than like 30 minutes it’ll start to hurt the top of your head even if you extend the wrap. I think the beats headphones have much better noise canceling. Quality wise, it’s nothing extraordinary, i think it’s pretty average especially for the price. I have experienced the same with headphones that were $20-$30. I would save up, do some more research, and not get these.",Verified Purchase,,"Reviewed in the United States on December 26, 2022"
Debbie p.,5.0 out of 5 stars,I love that when you speak the headphones turns off the music also if you hold your hand over the right ear cup you can hear your surroundings. Noise canceling is great you can adjust it with the app witch works great .,Verified Purchase,One person found this helpful,"Reviewed in the United States on August 15, 2022"
Ian,5.0 out of 5 stars,Es genial. Es increíble. La mejor compra que he hecho. Me fascinan los audífonos,Verified Purchase,,"Reviewed in the United States on October 11, 2022"
Eric,5.0 out of 5 stars,"The headphones are simply amazing from sound, comfort and amazing ANC. I take a public bus I barley hear anyone around me (Vacation for my ears). These headphones are amazing the build quality of the headphones feels a little cheap That’s my only knock against them. They are super lightweight And the vegan leather feels super soft. The carry case in his self-is kind of cool it looks sorta like an origami piece. I would recommend these headphones to anyone that needs a vacation for there ears.",Verified Purchase,3 people found this helpful,"Reviewed in the United States on May 22, 2022"
Amazon Customer,3.0 out of 5 stars,"The sound is much improved from the XM4 but is still not where I would like it to be. They greatly reduced the muddy bass that plagued the XM4 so that was a huge plus. Battery life appeared to be very good again. The new style ear pads aren’t as comfortable but definitely appear to be more durable. I felt like they clamped to my head a bit tighter than the XM4. The noise cancellation is incredible. You won’t hear anything around you. At all. Using these in wired mode makes them sound horrible so that’s not a feature worth mentioning. Overall, not worth it for an iPhone user, at least not for me. Definitely a big upgrade over the XM4 though.",Verified Purchase,3 people found this helpful,"Reviewed in the United States on May 22, 2022"
Sonja,5.0 out of 5 stars,,Verified Purchase,,"Reviewed in the United States on November 2, 2022"
Ryyyyyaaaaannnn,5.0 out of 5 stars,"I absolutely love these headphones. I cannot believe how good the noise cancelling capability is. I was in a crowded noisy coffee shop and with the click of a button drowned everything out. It was actually surreal and alarming how well it worked. Then clocking the same button I can listen to my music but also pick up what's going on in my surroundings. They're amazing and, while expensive, very well worth it. I have no issues or problems with them at all.",Verified Purchase,One person found this helpful,"Reviewed in the United States on May 23, 2022"
S. Lampe,5.0 out of 5 stars,"So I did tests on several different headphones, Sony, Audio Technica, Bose, Apple, etc. Noice cancelation, sound quality, weight, comfort, you name it the mark V comes out on top. Even being more inclined to buy Apple, I still felt there were more pros for the Sonys than the AP Max.",Verified Purchase,One person found this helpful,"Reviewed in the United States on July 31, 2022"
intijk,2.0 out of 5 stars,"After use this headset for a while, I found it is just a perfect headset except one thing. It create noise by itself.
If you wear it , slightly shake your head, you will hear the leather itself tweak, make uncomfortable noise. like some one squeeze plastic bag near your head. If you like squeeze plastic bag sound, this headset is your perfect choice!",Verified Purchase,,"Reviewed in the United States on January 24, 2023"
stealth211,5.0 out of 5 stars,default signature disappointed me but drives are handled perfectly by Eq. you can customize your perfect signature. high mid and tremble are very responsive. muddy in lows and decent but not great soundstage. overall true high res experience.,Verified Purchase,,"Reviewed in the United States on August 22, 2022"
Bryan Bengston,3.0 out of 5 stars,"These try hard and the noise cancellation is great, but the 360 sound is weak and just off..
I got them for work, but the mics and connection did not do well with the limited use I did.
Not bumming!
The warning says no sweating lol, no problem these will fall of your head well before a sweat is broken, annoying.",Verified Purchase,,"Reviewed in the United States on September 8, 2022"
K,5.0 out of 5 stars,"This is the latest version of Sony's legendary noise-cancelling XM series. These are the best headphones on the market at the moment. Noise-cancelling is supreme, can listen to light, slow classical music in a noisy room and feel like I'm in a concert on my own. Must haves.",Verified Purchase,,"Reviewed in the United States on August 3, 2022"
Edwin Larios Herrera,5.0 out of 5 stars,I love how comfortable they are. Very worth it.,Verified Purchase,,"Reviewed in the United States on October 14, 2022"
christelle j.,3.0 out of 5 stars,"I had the headphones for a full month, and used them regularly. The sound quality is extraordinary. However, the headphone kept disconnecting every so often. At first, I decided that I would keep them and wait for Sony to release a bug fix but during a 5 hours flight it would disconnect like every 5 minutes. Not being able to enjoy watching a movie or listen to my playlist during such a long flight was very irritating, and so I returned them.",Verified Purchase,,"Reviewed in the United States on August 8, 2022"
GM,2.0 out of 5 stars,"The sound quality is good and noise cancellation is excellent . However, these are extremely uncomfortable to wear because of the ear cup design. There’s minimal padding and my ear rests directly on the speaker. Aftermarket pads are available, but for this price I’m disappointed that Sony decided to skimp on comfort.",Verified Purchase,,"Reviewed in the United States on January 31, 2023"
Rami Saleh,5.0 out of 5 stars,Very lovely as Sony makes fantastic products. Noise-canceling is amazing . Earcups are soft and easy on the ears. The headband can't really feel on and that's wearing it for over 8 hours when I first got them—worth every penny spent.,Verified Purchase,One person found this helpful,"Reviewed in the United States on August 9, 2022"
Michael C.,5.0 out of 5 stars,"The noise cancellation is phenomenal. Perfect for when my wife wants to talk about her day at work or how I need to do the dishes. Also great for ignoring the fire alarm going off at my work building right now. Gee, is it hot in here?",Verified Purchase,3 people found this helpful,"Reviewed in the United States on August 3, 2022"
Joe,5.0 out of 5 stars,Great headphones with outstanding noise cancellation!,Verified Purchase,,"Reviewed in the United States on October 18, 2022"
jimrandomh,3.0 out of 5 stars,"Underneath the left ear cup, there is a sensor. If, during a call, you ever lift up the left ear cup, even if only briefly, you will lose audio and won't get it back. To get sound back you have to turn the headphones all the way off by holding down the power button, then back on by holding down the power button again. By which point the person you were talking to will have been speaking for thirty seconds without knowing you couldn't hear them.
Other aspects of these headphones are pretty good, but this one issue has caused enough problems during my work calls to vastly outweigh any possible benefits.",Verified Purchase,One person found this helpful,"Reviewed in the United States on May 25, 2022"
Shopper123,5.0 out of 5 stars,"These are the best. They are also very light weight, soft, easy to use and flexible. There is a reason they are rated the top headphones.",Verified Purchase,2 people found this helpful,"Reviewed in the United States on September 9, 2022"
Ken Brûlée,3.0 out of 5 stars,"These headphones do a great job with ANC but if you take the bus in Los Angeles like I do during rush hour 5 days a week, you will still hear noises and chatter. Also, the size of the case will take up a fair amount of space in your backpack.",Verified Purchase,,"Reviewed in the United States on September 15, 2022"
Suzanne,1.0 out of 5 stars,"Noise cancellation, sound quality, battery life all get a 5/5, the ability to recharge the battery in minutes and last for hours is a force to be reckoned with. But whats the point of all this if the headphones are unbearable to wear?
I wear headphones almost every waking moment, and when it comes to being worn, they're a step down in every sense compared to the 1000Xm3 (and likely 1000xm4, they seem to be built the same).
The extending part of the headphones (whatever they're called) no longer extends by set amounts, which wouldn't be a problem if they stuck in place! The act of walking around itself causes the headphones to extend and become loose! Not that changes much because the most compact setting on these is too large for my head! The inside of the headphones rests on the helix of my ear, not the lobule, meaning they're pressing down my ears instead of resting on my head.
Now, lets say I want to put the headphones around my neck? Good luck feeling comfortable, unlike the xm3 and xm4, you can't rotate the heads on the headphones, meaning the hard outer plastic will be banging against your collarbone while you walk. This also means that if you turn your head too much, gaps appear between your head and the headphone, letting sound leak in. These headphones also lack the ability to fold in on themselves, which makes the most compact storage method for these headphones almost twice as large as for the xm3/4.
Please Sony, for the xm6 bring back the design you all were using for the xm3&4, it was amazing. The most ""inconvenient"" thing about them was how I'd never want to take them off because they were so comfortable. The xm5 so much worse to the xm3 I literally returned it only a couple of weeks after dealing with it, found my old half eaten (by our dog) xm3 and manually repaired them because these were just plain unbearable at times to wear.
I assure everyone reading this, there is no point in buying these over the xm3/4 that is worth the downsides and inconveniences that come with just the basic act using them.",Verified Purchase,15 people found this helpful,"Reviewed in the United States on June 22, 2022"
CN Nicholle,3.0 out of 5 stars,"I miss my old Beats headphones. These are not that bad for listening to podcasts or any non music content. But for music it’s awful. The awfulness for me is the volume. These don’t get loud enough for me. I haven’t decided if I’m going to return or not. Oh, these also have a tendency to turn off on their own. I haven’t figured out why yet.",Verified Purchase,,"Reviewed in the United States on July 25, 2022"
